"id_evento";"id_igreja";"dia";"mes";"ord";"dia_semana";"hora_inicio";"minuto_inicio";"hora_fim";"minuto_fim";"id_tipoevento";"id_usuario";"observacao";"last_modified"
29655;198479;0;0;0;2;11;45;12;0;2;2;"";"2013-08-12 20:13:46"
29656;198479;0;0;0;3;11;45;12;0;2;2;"";"2013-08-12 20:13:46"
29657;198479;0;0;0;4;11;45;12;0;2;2;"";"2013-08-12 20:13:46"
29658;198479;0;0;0;5;11;45;12;0;2;2;"";"2013-08-12 20:13:46"
29659;198479;0;0;0;6;16;30;17;30;2;2;"";"2013-08-12 20:13:46"
29660;198502;0;0;0;0;8;0;-1;-1;1;2;"(Español)";"2013-08-12 20:16:03"
29661;198502;0;0;0;0;10;0;-1;-1;1;2;"(English)";"2013-08-12 20:16:03"
29662;198502;0;0;0;0;12;0;-1;-1;1;2;"(Español)";"2013-08-12 20:16:03"
29663;198502;0;0;0;0;18;30;-1;-1;1;2;"(Jovenes - Español)";"2013-08-12 20:16:03"
29664;198502;0;0;0;2;18;10;-1;-1;1;2;"";"2013-08-12 20:16:03"
29665;198502;0;0;0;3;18;10;-1;-1;1;2;"";"2013-08-12 20:16:03"
29666;198502;0;0;0;4;18;10;-1;-1;1;2;"";"2013-08-12 20:16:03"
29667;198502;0;0;0;5;18;10;-1;-1;1;2;"";"2013-08-12 20:16:03"
29668;198502;0;0;0;2;18;10;-1;-1;2;2;"";"2013-08-12 20:16:03"
29669;198502;0;0;0;3;18;10;-1;-1;2;2;"";"2013-08-12 20:16:03"
29670;198502;0;0;0;4;18;10;-1;-1;2;2;"";"2013-08-12 20:16:03"
29671;198502;0;0;0;5;18;10;-1;-1;2;2;"";"2013-08-12 20:16:03"
29672;198502;0;0;0;6;18;0;-1;-1;2;2;"";"2013-08-12 20:16:03"
29673;198472;0;0;0;0;8;0;-1;-1;1;2;"(Español)";"2013-08-12 20:19:45"
29674;198472;0;0;0;0;10;0;-1;-1;1;2;"(Español)";"2013-08-12 20:19:45"
29675;198472;0;0;0;0;17;30;-1;-1;1;2;"(Español)";"2013-08-12 20:19:45"
29676;198472;0;0;0;0;11;30;-1;-1;1;2;"(English)";"2013-08-12 20:19:45"
29677;198472;0;0;0;1;5;30;-1;-1;1;2;"(Español)";"2013-08-12 20:19:45"
29678;198472;0;0;0;2;17;30;-1;-1;1;2;"(English)";"2013-08-12 20:19:45"
29679;198472;0;0;0;3;5;30;-1;-1;1;2;"(Español)";"2013-08-12 20:19:45"
29680;198472;0;0;0;4;17;30;-1;-1;1;2;"(English)";"2013-08-12 20:19:45"
29681;198472;0;0;0;5;5;30;-1;-1;1;2;"(Español)";"2013-08-12 20:19:45"
29682;198472;0;0;0;6;17;30;-1;-1;1;2;"(English)";"2013-08-12 20:19:45"
29683;198472;0;0;0;1;11;40;-1;-1;2;2;"";"2013-08-12 20:19:45"
29684;198472;0;0;0;2;11;40;-1;-1;2;2;"";"2013-08-12 20:19:45"
29685;198472;0;0;0;3;11;40;-1;-1;2;2;"";"2013-08-12 20:19:45"
29686;198472;0;0;0;4;11;40;-1;-1;2;2;"";"2013-08-12 20:19:45"
29687;198472;0;0;0;5;11;40;-1;-1;2;2;"";"2013-08-12 20:19:45"
29688;198472;0;0;0;6;17;0;-1;-1;2;2;"";"2013-08-12 20:19:45"
29689;198477;0;0;0;0;10;30;-1;-1;1;2;"(Español)";"2013-08-12 20:20:28"
29690;198477;0;0;0;0;10;0;-1;-1;2;2;"";"2013-08-12 20:20:28"
29691;198478;0;0;0;0;9;30;-1;-1;1;2;"";"2013-08-12 20:22:09"
29692;198478;0;0;0;0;12;30;-1;-1;1;2;"";"2013-08-12 20:22:09"
29693;198478;0;0;0;0;18;30;-1;-1;1;2;"";"2013-08-12 20:22:09"
29694;198478;0;0;0;2;8;30;-1;-1;1;2;"";"2013-08-12 20:22:09"
29695;198478;0;0;0;3;8;30;-1;-1;1;2;"";"2013-08-12 20:22:09"
29696;198478;0;0;0;4;8;30;-1;-1;1;2;"";"2013-08-12 20:22:09"
29697;198478;0;0;0;6;20;0;-1;-1;1;2;"";"2013-08-12 20:22:09"
29698;198478;0;0;0;0;9;0;-1;-1;2;2;"";"2013-08-12 20:22:09"
29699;198478;0;0;0;0;12;0;-1;-1;2;2;"";"2013-08-12 20:22:09"
29700;198478;0;0;0;0;18;0;-1;-1;2;2;"";"2013-08-12 20:22:09"
29701;198505;0;0;0;0;9;30;-1;-1;1;2;"";"2013-08-12 20:22:43"
29702;198505;0;0;0;3;18;0;-1;-1;1;2;"";"2013-08-12 20:22:43"
29703;198476;0;0;0;0;8;30;-1;-1;1;2;"(Español)";"2013-08-12 20:24:42"
29704;198476;0;0;0;0;10;30;-1;-1;1;2;"(English)";"2013-08-12 20:24:42"
29705;198476;0;0;0;0;12;30;-1;-1;1;2;"(English)";"2013-08-12 20:24:42"
29706;198476;0;0;0;0;18;30;-1;-1;1;2;"(English)";"2013-08-12 20:24:42"
29707;198476;0;0;0;2;17;30;-1;-1;1;2;"(English)";"2013-08-12 20:24:42"
29708;198476;0;0;0;3;17;30;-1;-1;1;2;"(English)";"2013-08-12 20:24:42"
29709;198476;0;0;0;4;17;30;-1;-1;1;2;"(Spanish)";"2013-08-12 20:24:42"
29710;198476;0;0;0;5;17;30;-1;-1;1;2;"(English)";"2013-08-12 20:24:42"
29711;198476;0;0;0;6;18;30;-1;-1;1;2;"(English)";"2013-08-12 20:24:42"
29712;198476;0;0;0;6;17;0;18;0;2;2;"";"2013-08-12 20:24:42"
29713;198513;0;0;0;0;11;0;-1;-1;1;2;"";"2013-08-12 20:26:49"
29714;198515;0;0;0;0;10;0;-1;-1;1;2;"";"2013-08-12 20:28:46"
29715;198514;0;0;0;6;18;0;-1;-1;1;2;"";"2013-08-12 20:29:10"
29716;198491;0;0;0;0;11;0;-1;-1;1;2;"(English)";"2013-08-12 20:31:50"
29717;198491;0;0;0;2;18;30;-1;-1;1;2;"";"2013-08-12 20:31:50"
29718;198491;0;0;0;3;18;30;-1;-1;1;2;"";"2013-08-12 20:31:50"
29719;198491;0;0;0;4;18;30;-1;-1;1;2;"";"2013-08-12 20:31:50"
29720;198491;0;0;0;5;18;30;-1;-1;1;2;"";"2013-08-12 20:31:50"
29721;198491;0;0;0;6;18;0;-1;-1;1;2;"(Español)";"2013-08-12 20:31:50"
29722;198491;0;0;0;6;17;0;-1;-1;2;2;"";"2013-08-12 20:31:50"
30358;198522;0;0;0;0;8;30;-1;-1;1;2;"(Español)";"2013-09-12 13:30:35"
30359;198522;0;0;0;0;11;0;-1;-1;1;2;"(Bilingual)";"2013-09-12 13:30:35"
30360;198522;0;0;0;0;18;30;-1;-1;1;2;"(Español)";"2013-09-12 13:30:35"
30361;198522;0;0;0;1;18;30;-1;-1;1;2;"";"2013-09-12 13:30:35"
30362;198522;0;0;0;2;18;30;-1;-1;1;2;"";"2013-09-12 13:30:35"
30363;198522;0;0;0;3;18;30;-1;-1;1;2;"";"2013-09-12 13:30:35"
30364;198522;0;0;0;4;18;30;-1;-1;1;2;"";"2013-09-12 13:30:35"
30365;198522;0;0;0;5;18;30;-1;-1;1;2;"";"2013-09-12 13:30:35"
30366;198522;0;0;0;6;18;30;-1;-1;1;2;"(Español)";"2013-09-12 13:30:35"
30367;198522;0;0;0;1;18;0;-1;-1;2;2;"";"2013-09-12 13:30:35"
30368;198522;0;0;0;2;18;0;-1;-1;2;2;"";"2013-09-12 13:30:35"
30369;198522;0;0;0;3;18;0;-1;-1;2;2;"";"2013-09-12 13:30:35"
30370;198522;0;0;0;4;18;0;-1;-1;2;2;"";"2013-09-12 13:30:35"
30371;198522;0;0;0;5;18;0;-1;-1;2;2;"";"2013-09-12 13:30:35"
30374;198527;0;0;0;0;9;0;-1;-1;1;2;"(Español)";"2013-09-12 13:34:33"
30375;198527;0;0;0;0;11;0;-1;-1;1;2;"(English)";"2013-09-12 13:34:33"
30376;198527;0;0;0;0;12;30;-1;-1;1;2;"(English)";"2013-09-12 13:34:33"
30377;198527;0;0;0;2;18;30;-1;-1;1;2;"(Español)";"2013-09-12 13:34:33"
30378;198527;0;0;0;3;18;30;-1;-1;1;2;"(Español)";"2013-09-12 13:34:33"
30379;198527;0;0;0;4;18;30;-1;-1;1;2;"(Español)";"2013-09-12 13:34:33"
30380;198527;0;0;0;5;18;30;-1;-1;1;2;"(Español)";"2013-09-12 13:34:33"
30381;198527;0;0;0;6;18;30;-1;-1;1;2;"(Español)";"2013-09-12 13:34:33"
30382;198527;0;0;0;6;17;0;18;0;2;2;"";"2013-09-12 13:34:33"
30383;198526;0;0;0;6;9;0;-1;-1;1;2;"(Español)";"2013-09-12 13:35:14"
30384;198526;0;0;0;6;8;30;-1;-1;2;2;"";"2013-09-12 13:35:14"
30385;198523;0;0;0;6;18;30;-1;-1;1;2;"(Español)";"2013-09-12 13:36:38"
30386;198523;0;0;0;6;18;0;-1;-1;2;2;"";"2013-09-12 13:36:38"
30387;198525;0;0;0;0;12;30;-1;-1;1;2;"(Español)";"2013-09-12 13:37:41"
30388;198525;0;0;0;6;18;0;-1;-1;1;2;"(Español)";"2013-09-12 13:37:41"
30389;198525;0;0;0;0;12;0;-1;-1;2;2;"";"2013-09-12 13:37:41"
30390;198525;0;0;0;6;17;30;-1;-1;2;2;"";"2013-09-12 13:37:41"
30391;198524;0;0;0;0;9;0;-1;-1;1;2;"(Bilingual)";"2013-09-12 13:38:19"
30392;198524;0;0;0;0;8;30;-1;-1;2;2;"";"2013-09-12 13:38:19"
30533;198532;0;0;0;0;8;0;-1;-1;1;2;"(Español)";"2013-09-26 16:22:52"
30534;198532;0;0;0;0;10;0;-1;-1;1;2;"(English)";"2013-09-26 16:22:52"
30535;198532;0;0;0;0;12;0;-1;-1;1;2;"(Español)";"2013-09-26 16:22:52"
30536;198532;0;0;0;0;17;30;-1;-1;1;2;"(Español)";"2013-09-26 16:22:52"
30537;198532;0;0;0;1;8;30;-1;-1;1;2;"(Español)";"2013-09-26 16:22:52"
30538;198532;0;0;0;2;8;30;-1;-1;1;2;"(Español)";"2013-09-26 16:22:52"
30539;198532;0;0;0;3;8;30;-1;-1;1;2;"(Español)";"2013-09-26 16:22:52"
30540;198532;0;0;0;4;8;30;-1;-1;1;2;"(Español)";"2013-09-26 16:22:52"
30541;198532;0;0;0;5;8;30;-1;-1;1;2;"(Español)";"2013-09-26 16:22:52"
30542;198532;0;0;0;6;17;30;-1;-1;1;2;"(Español)";"2013-09-26 16:22:52"
30543;198532;0;0;0;6;16;0;-1;-1;2;2;"";"2013-09-26 16:22:52"
